comment_id,sentence_id,attribution,primary_attribution,secondary_attribution,multiple_attribution_1,other_attribution,actual_comment_ids
437,437.19,1,public water wastage,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.19
437,437.2,1,public water wastage,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.20
437,437.21,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.21
437,437.22,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.22
437,437.23,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.23
437,437.24,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.24
437,437.25,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.25
437,437.26,0,,,,,UgwJ_XE0y3rcS0bNnK94AaABAg.26
1495,1495.0,0,,,,,UgwKAYhZ9g3P1D5_47x4AaABAg.0
1495,1495.1,0,,,,,UgwKAYhZ9g3P1D5_47x4AaABAg.1
3051,3051.0,1,industrial development,,,,UgwKioHAD8atxS8j1mN4AaABAg.0
3051,3051.1,0,,,,,UgwKioHAD8atxS8j1mN4AaABAg.1
1881,1881.0,1,public water wastage,,,,UgwL5Pv7cq3-_sQAEIJ4AaABAg.0
1881,1881.1,1,public water wastage,,,,UgwL5Pv7cq3-_sQAEIJ4AaABAg.1
54,54.0,1,government inaction,,,,UgwLQKy8NwgScSBwbEh4AaABAg.0
54,54.1,1,government inaction,,,,UgwLQKy8NwgScSBwbEh4AaABAg.1
54,54.2,1,government inaction,,,,UgwLQKy8NwgScSBwbEh4AaABAg.2
54,54.3,1,government inaction,,,,UgwLQKy8NwgScSBwbEh4AaABAg.3
679,679.0,1,overpopulation,,,,UgwLlFU2i8TrEXiLjbp4AaABAg.0
1125,1125.0,0,,,,,UgwMCZWD9UG8ODgnBWd4AaABAg.0
1125,1125.1,0,,,,,UgwMCZWD9UG8ODgnBWd4AaABAg.1
1125,1125.2,0,,,,,UgwMCZWD9UG8ODgnBWd4AaABAg.2
1125,1125.3,0,,,,,UgwMCZWD9UG8ODgnBWd4AaABAg.3
1125,1125.4,0,,,,,UgwMCZWD9UG8ODgnBWd4AaABAg.4
198,198.0,1,human activity,,,,UgwMUTYSiKTqFLkazxx4AaABAg.0
328,328.0,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.0
328,328.1,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.1
328,328.2,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.2
328,328.3,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.3
328,328.4,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.4
328,328.5,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.5
328,328.6,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.6
328,328.7,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.7
328,328.8,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.8
328,328.9,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.9
328,328.1,0,,,,,UgwMyyjpI8kSSnvccxF4AaABAg.8x-kG_ne8ge8x8RewpQ9QZ.10
2130,2130.0,1,urbanization,deforestation,pollution,,UgwN9sFaHwCckd081C94AaABAg.0
2130,2130.1,0,,,,,UgwN9sFaHwCckd081C94AaABAg.1
2130,2130.2,1,lack of awareness,,,,UgwN9sFaHwCckd081C94AaABAg.2
1050,1050.0,0,,,,,UgwOS8hDIOl0GQgCzdp4AaABAg.0
1011,1011.0,0,,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.0
1011,1011.1,0,,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.1
1011,1011.2,1,desalination,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.2
1011,1011.3,1,desalination,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.3
1011,1011.4,1,desalination,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.4
1011,1011.5,1,desalination,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.5
1011,1011.6,1,desalination,,,,UgwOXjpnXYecfU799mZ4AaABAg.8vv3KHRu99R8vvAoYKgk4K.6
1296,1296.0,1,public water wastage,,,,UgwP68mEDsn6mkSTinJ4AaABAg.0
38,38.0,0,,,,,UgwPCtRCiyaU8t_Lm8R4AaABAg.0
38,38.1,0,,,,,UgwPCtRCiyaU8t_Lm8R4AaABAg.1
38,38.2,0,,,,,UgwPCtRCiyaU8t_Lm8R4AaABAg.2
38,38.3,0,,,,,UgwPCtRCiyaU8t_Lm8R4AaABAg.3
1335,1335.0,1,public water wastage,,,,UgwPXiNeAkYtJfzKl654AaABAg.0
1942,1942.0,0,,,,,UgwRMcbo3Nyxj-IUIyN4AaABAg.0
1942,1942.1,0,,,,,UgwRMcbo3Nyxj-IUIyN4AaABAg.1
1942,1942.2,0,,,,,UgwRMcbo3Nyxj-IUIyN4AaABAg.2
877,877.0,1,desalination,,,,UgwSjEokxFh3E7b1rgd4AaABAg.0
2063,2063.0,1,desalination,,,,UgwSoEkO0zc6CVvVNqR4AaABAg.0
2063,2063.1,0,,,,,UgwSoEkO0zc6CVvVNqR4AaABAg.1
2063,2063.2,0,,,,,UgwSoEkO0zc6CVvVNqR4AaABAg.2
2063,2063.3,0,,,,,UgwSoEkO0zc6CVvVNqR4AaABAg.3
2063,2063.4,0,,,,,UgwSoEkO0zc6CVvVNqR4AaABAg.4
1118,1118.0,1,government inaction,overpopulation,,,UgwT7HsoDkySi-bVutx4AaABAg.0
1118,1118.1,0,,,,,UgwT7HsoDkySi-bVutx4AaABAg.1
1118,1118.2,0,,,,,UgwT7HsoDkySi-bVutx4AaABAg.2
1118,1118.3,0,,,,,UgwT7HsoDkySi-bVutx4AaABAg.3
1118,1118.4,0,,,,,UgwT7HsoDkySi-bVutx4AaABAg.4
1118,1118.5,1,government inaction,corruption,,,UgwT7HsoDkySi-bVutx4AaABAg.5
43,43.0,1,climate change,,,,UgwUDV0S2cfc6FW7m0V4AaABAg.0
1201,1201.0,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.0
1201,1201.1,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.1
1201,1201.2,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.2
1201,1201.3,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.3
1201,1201.4,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.4
1201,1201.5,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.5
1201,1201.6,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.6
1201,1201.7,0,,,,,UgwULiyUdMbEKzX_5WN4AaABAg.7
195,195.0,0,,,,,UgwVBrN2LV7Q-WdkFrZ4AaABAg.0
195,195.1,0,,,,,UgwVBrN2LV7Q-WdkFrZ4AaABAg.1
195,195.2,1,lack of harvesting,,,,UgwVBrN2LV7Q-WdkFrZ4AaABAg.2
445,445.0,1,corruption,government inaction,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.0
445,445.1,1,corruption,government inaction,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.1
445,445.2,1,lack of infrastructure,,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.2
445,445.3,1,lack of infrastructure,,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.3
445,445.4,1,lack of harvesting,,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.4
445,445.5,0,,,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8irVp7XX1PG.5
2258,2258.0,0,,,,,UgwVQ0M4TTIsbBgtWFd4AaABAg.8iUYEa2pn4N8jRnG2ljETt.0
1024,1024.0,0,,,,,UgwVbgrCbPUZa2fgDKB4AaABAg.0
1024,1024.1,0,,,,,UgwVbgrCbPUZa2fgDKB4AaABAg.1
2449,2449.0,1,overpopulation,,,,UgwWI-fATkeChYjty9Z4AaABAg.0
2449,2449.1,1,overpopulation,,,,UgwWI-fATkeChYjty9Z4AaABAg.1
2206,2206.0,1,deforestation,public water wastage,,,UgwW_2arY5PtwzXQnMt4AaABAg.0
2149,2149.0,1,overpopulation,,,,UgwWyEaKVgcr2O4UX_N4AaABAg.8wPNPmlzier8wP_jjLKoz5.0
208,208.0,0,,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.0
208,208.1,0,,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.1
208,208.2,1,human activity,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.2
208,208.3,0,,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.3
208,208.4,0,,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.4
208,208.5,0,,,,,UgwX0sKYIPBiQJ7MU5J4AaABAg.5
1798,1798.0,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.0
1798,1798.1,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.1
1798,1798.2,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.2
1798,1798.3,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.3
1798,1798.4,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.4
1798,1798.5,1,human activity,contamination,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.5
1798,1798.6,1,human activity,contamination,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.6
1798,1798.7,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.7
1798,1798.8,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.8
1798,1798.9,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8cXwGnCSK_b.9
1914,1914.0,0,,,,,UgwYIY0EMJqXHP6Gi5J4AaABAg.0
1914,1914.1,0,,,,,UgwYIY0EMJqXHP6Gi5J4AaABAg.1
1914,1914.2,1,industrial development,loss of water bodies,,,UgwYIY0EMJqXHP6Gi5J4AaABAg.2
1914,1914.3,1,loss of water bodies,agriculture,,,UgwYIY0EMJqXHP6Gi5J4AaABAg.3
1914,1914.4,0,,,,,UgwYIY0EMJqXHP6Gi5J4AaABAg.4
2553,2553.0,0,,,,,UgwYKz2uQtEATJOevNN4AaABAg.0
3015,3015.0,0,,,,,UgwZCVdvkU08nzrV5Tl4AaABAg.8wAX--1lz578wAYLP83J2a.0
3015,3015.1,0,,,,,UgwZCVdvkU08nzrV5Tl4AaABAg.8wAX--1lz578wAYLP83J2a.1
3015,3015.2,0,,,,,UgwZCVdvkU08nzrV5Tl4AaABAg.8wAX--1lz578wAYLP83J2a.2
704,704.0,1,public water wastage,,,,UgwZC_HoRTBUdbeQQxN4AaABAg.0
704,704.1,1,public water wastage,,,,UgwZC_HoRTBUdbeQQxN4AaABAg.1
704,704.2,1,public water wastage,,,,UgwZC_HoRTBUdbeQQxN4AaABAg.2
704,704.3,1,public water wastage,government inaction,,,UgwZC_HoRTBUdbeQQxN4AaABAg.3
1004,1004.0,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.0
1004,1004.1,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.1
1004,1004.2,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.2
1004,1004.3,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.3
1004,1004.4,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.4
1004,1004.5,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.5
1004,1004.6,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.6
1004,1004.7,0,,,,,UgwZDsCdRW7Ofjz2PrR4AaABAg.7
1969,1969.0,1,desalination,lack of harvesting,,,UgwZQJkchuzVKZqWeKJ4AaABAg.0
1996,1996.0,0,,,,,UgwZmRCDp558W4AuI_B4AaABAg.0
1996,1996.1,0,,,,,UgwZmRCDp558W4AuI_B4AaABAg.1
2528,2528.0,1,desalination,,,,Ugw_LUoS7_7zLE8NGSt4AaABAg.0
2941,2941.0,0,,,,,Ugw_sUHpX5114sV8Vwd4AaABAg.0
2941,2941.1,1,corruption,,,,Ugw_sUHpX5114sV8Vwd4AaABAg.1
2941,2941.2,0,,,,,Ugw_sUHpX5114sV8Vwd4AaABAg.2
3090,3090.0,0,,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.0
3090,3090.1,0,,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.1
3090,3090.2,0,,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.2
3090,3090.3,1,human activity,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.3
3090,3090.4,1,human activity,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.4
3090,3090.5,1,human activity,,,,Ugw_uU2uqUN_qV1Qxyx4AaABAg.5
486,486.0,1,desalination,,,,UgwaK4A5565AsSS4pHN4AaABAg.0
387,387.0,1,lack of awareness,government inaction,,,UgwaUT3ugLd2coRhLFN4AaABAg.0
387,387.1,1,lack of awareness,government inaction,,,UgwaUT3ugLd2coRhLFN4AaABAg.1
387,387.2,1,public water wastage,lack of infrastructure,lack of harvesting,,UgwaUT3ugLd2coRhLFN4AaABAg.2
387,387.3,0,,,,,UgwaUT3ugLd2coRhLFN4AaABAg.3
2000,2000.0,0,,,,,UgwarAX_3I49W1_-1lR4AaABAg.8i-J3ZCaprg8i-Th2JnqsB.0
1251,1251.0,1,government inaction,,,,Ugwav1Zfea1u7qODsRR4AaABAg.0
1251,1251.1,1,,loss of water bodies,,,Ugwav1Zfea1u7qODsRR4AaABAg.1
2370,2370.0,1,government inaction,industrial development,strain on natural resources,,UgwbCbUC58ij8ZEAcsJ4AaABAg.0
2370,2370.1,1,urbanization,,,,UgwbCbUC58ij8ZEAcsJ4AaABAg.1
2370,2370.2,1,overpopulation,,,,UgwbCbUC58ij8ZEAcsJ4AaABAg.2
2370,2370.3,0,,,,,UgwbCbUC58ij8ZEAcsJ4AaABAg.3
218,218.0,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8YcN4qvp9x0.0
2057,2057.0,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8_6ikjZukJg.0
1313,1313.0,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8_Tpxfe4VWe.0
1313,1313.1,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8_Tpxfe4VWe.1
1313,1313.2,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8_Tpxfe4VWe.2
943,943.0,0,,,,,UgwbEKyHm_lYsuKnslR4AaABAg.8YcK0DWVacQ8ctr_bMqQR-.0
2399,2399.0,1,lack of awareness,public water wastage,,,UgwbNlFFwlpL-xqwyKB4AaABAg.0
1641,1641.0,1,corruption,,,,UgwbocYJgwgHPvwVbZB4AaABAg.0
1641,1641.1,1,corruption,,,,UgwbocYJgwgHPvwVbZB4AaABAg.1
1641,1641.2,1,corruption,,,,UgwbocYJgwgHPvwVbZB4AaABAg.2
1641,1641.3,1,corruption,government inaction,,,UgwbocYJgwgHPvwVbZB4AaABAg.3
1641,1641.4,1,corruption,government inaction,,,UgwbocYJgwgHPvwVbZB4AaABAg.4
1641,1641.5,1,corruption,government inaction,,,UgwbocYJgwgHPvwVbZB4AaABAg.5
1641,1641.6,1,lack of harvesting,,,,UgwbocYJgwgHPvwVbZB4AaABAg.6
471,471.0,1,public water wastage,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.0
471,471.1,1,public water wastage,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.1
471,471.2,1,public water wastage,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.2
471,471.3,1,climate change,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.3
471,471.4,0,,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.4
471,471.5,0,,,,,UgwcZkPJFVtXyuhBWHh4AaABAg.5
2251,2251.0,0,,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.0
2251,2251.1,0,,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.1
2251,2251.2,0,,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.2
2251,2251.3,0,,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.3
2251,2251.4,1,government inaction,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.4
2251,2251.5,1,government inaction,,,,UgwchRJ4Nan-G5LkueF4AaABAg.8rcVxfwGkAq8rcd1Nm07Vo.5
3037,3037.0,0,,,,,UgwdC3Iz3myYSrEi3np4AaABAg.0
3037,3037.1,0,,,,,UgwdC3Iz3myYSrEi3np4AaABAg.1
3037,3037.2,0,,,,,UgwdC3Iz3myYSrEi3np4AaABAg.2
1825,1825.0,0,,,,,UgwduzFNSxKJLIy1atV4AaABAg.8hDSdIihY188hF7VwBougG.0
1825,1825.1,1,overpopulation,,,,UgwduzFNSxKJLIy1atV4AaABAg.8hDSdIihY188hF7VwBougG.1
1825,1825.2,1,overpopulation,,,,UgwduzFNSxKJLIy1atV4AaABAg.8hDSdIihY188hF7VwBougG.2
1825,1825.3,1,overpopulation,,,,UgwduzFNSxKJLIy1atV4AaABAg.8hDSdIihY188hF7VwBougG.3
299,299.0,1,lack of harvesting,agriculture,,,Ugwecj3qbuWGxQWM6Nx4AaABAg.0
1710,1710.0,0,,,,,Ugwf9mHwheFkfPR_b154AaABAg.0
1105,1105.0,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.0
1105,1105.1,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.1
1105,1105.2,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.2
1105,1105.3,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.3
1105,1105.4,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.4
1105,1105.5,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.5
1105,1105.6,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.6
1105,1105.7,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.7
1105,1105.8,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.8
1105,1105.9,0,,,,,UgwfmQTN2RVgknR8ZKd4AaABAg.9
239,239.0,1,government inaction,loss of water bodies,,,UgwfxXuhXVTSuw9q5KR4AaABAg.0
239,239.1,1,pollution,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.1
239,239.2,1,government inaction,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.2
239,239.3,1,government inaction,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.3
239,239.4,1,government inaction,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.4
239,239.5,1,industrial development,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.5
239,239.6,1,deforestation,loss of water bodies,urbanization,,UgwfxXuhXVTSuw9q5KR4AaABAg.6
239,239.7,0,,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.7
239,239.8,0,,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.8
239,239.9,1,government inaction,,,,UgwfxXuhXVTSuw9q5KR4AaABAg.9
514,514.0,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.0
514,514.1,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.1
514,514.2,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.2
2267,2267.0,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.0
2267,2267.1,1,loss of water bodies,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.1
2267,2267.2,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.2
2267,2267.3,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.3
2267,2267.4,1,deforestation,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.4
462,462.0,0,,,,,UgwgszgOcE7n5P7zKRt4AaABAg.8wNz55b_oi78wcftGC_uvZ.0
462,462.1,1,public water wastage,,,,UgwgszgOcE7n5P7zKRt4AaABAg.8wNz55b_oi78wcftGC_uvZ.1
462,462.2,1,public water wastage,,,,UgwgszgOcE7n5P7zKRt4AaABAg.8wNz55b_oi78wcftGC_uvZ.2
462,462.3,1,lack of awareness,,,,UgwgszgOcE7n5P7zKRt4AaABAg.8wNz55b_oi78wcftGC_uvZ.3
3003,3003.0,0,,,,,UgwhJsSwWNirJziQf3J4AaABAg.0
3003,3003.1,0,,,,,UgwhJsSwWNirJziQf3J4AaABAg.1
3003,3003.2,0,,,,,UgwhJsSwWNirJziQf3J4AaABAg.2
673,673.0,0,,,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8wgfycuYeeQ.0
673,673.1,1,overpopulation,,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8wgfycuYeeQ.1
673,673.2,1,contamination,,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8wgfycuYeeQ.2
1562,1562.0,0,,,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8whpDhiR7XO.0
1562,1562.1,1,loss of water bodies,,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8whpDhiR7XO.1
1562,1562.2,1,government inaction,loss of water bodies,,,UgwhTxAPxgNp0tCX3uR4AaABAg.8wbQaFp5PHK8whpDhiR7XO.2
2466,2466.0,0,,,,,UgwihgyftR4YdS2tBGB4AaABAg.0
2466,2466.1,0,,,,,UgwihgyftR4YdS2tBGB4AaABAg.1
2466,2466.2,1,lack of harvesting,,,,UgwihgyftR4YdS2tBGB4AaABAg.2
2466,2466.3,0,,,,,UgwihgyftR4YdS2tBGB4AaABAg.3
2469,2469.0,0,,,,,UgwinrK1FRbsbBbEw-N4AaABAg.8pq_V6rgYM18pr2oIsDmNX.0
2469,2469.1,0,,,,,UgwinrK1FRbsbBbEw-N4AaABAg.8pq_V6rgYM18pr2oIsDmNX.1
2469,2469.2,0,,,,,UgwinrK1FRbsbBbEw-N4AaABAg.8pq_V6rgYM18pr2oIsDmNX.2
3104,3104.0,1,lack of harvesting,,,,Ugwj15P2x3KnuC2ykRx4AaABAg.0
258,258.0,1,desalination,,,,UgwjeR1CjyVhOaVQT8h4AaABAg.0
3095,3095.0,0,,,,,UgwjmmaF4jv9B3Ghhq94AaABAg.0
3095,3095.1,0,,,,,UgwjmmaF4jv9B3Ghhq94AaABAg.1
1699,1699.0,0,,,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.0
1699,1699.1,1,overpopulation,government inaction,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.1
1699,1699.2,1,overpopulation,government inaction,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.2
1699,1699.3,1,overpopulation,government inaction,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.3
1699,1699.4,0,,,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.4
1699,1699.5,0,,,,,Ugwjxkqd1wslIxa0XqZ4AaABAg.8xhPM48KbIb8xjbIZApLaU.5
300,300.0,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.0
300,300.1,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.1
300,300.2,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.2
300,300.3,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.3
300,300.4,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.4
300,300.5,1,public water wastage,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.5
300,300.6,1,public water wastage,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.6
300,300.7,1,deforestation,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.7
300,300.8,1,deforestation,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.8
300,300.9,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.9
300,300.1,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.10
300,300.11,0,,,,,Ugwk3ap2fLm_s8_7P4h4AaABAg.8wg9a_DCEkm8wiwfqqXXyk.11
1706,1706.0,1,climate change,overpopulation,,,UgwkF_uZXEdQvklBYEN4AaABAg.0
1706,1706.1,0,,,,,UgwkF_uZXEdQvklBYEN4AaABAg.1
1706,1706.2,0,,,,,UgwkF_uZXEdQvklBYEN4AaABAg.2
1571,1571.0,0,,,,,Ugwl7CT0dNboSv0JvLd4AaABAg.0
1571,1571.2,0,,,,,Ugwl7CT0dNboSv0JvLd4AaABAg.2
1571,1571.3,0,,,,,Ugwl7CT0dNboSv0JvLd4AaABAg.3
2421,2421.0,1,loss of water bodies,,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.0
2421,2421.1,1,loss of water bodies,,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.1
2421,2421.2,1,loss of water bodies,,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.2
2421,2421.3,1,urbanization,loss of water bodies,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.3
2421,2421.4,1,deforestation,,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.4
2421,2421.5,1,deforestation,,,,UgwlTc-K3mRo47NVLxh4AaABAg.8wQ-uYmv6uS8wSLq2yig8l.5
